PassengerId,Survived,Pclass,Age,Fare,Sex_encod,C,S
659,0,2,23.0,13.0,1,0,1
660,0,1,58.0,113.275,1,1,0
661,1,1,50.0,133.65,1,0,1
662,0,3,40.0,7.225,1,1,0
663,0,1,47.0,25.5875,1,0,1
664,0,3,36.0,7.4958,1,0,1
665,1,3,20.0,7.925,1,0,1
666,0,2,32.0,73.5,1,0,1
667,0,2,25.0,13.0,1,0,1
668,0,3,29.69911764705882,7.775,1,0,1
669,0,3,43.0,8.05,1,0,1
670,1,1,29.69911764705882,52.0,0,0,1
671,1,2,40.0,39.0,0,0,1
672,0,1,31.0,52.0,1,0,1
673,0,2,70.0,10.5,1,0,1
674,1,2,31.0,13.0,1,0,1
675,0,2,29.69911764705882,0.0,1,0,1
676,0,3,18.0,7.775,1,0,1
677,0,3,24.5,8.05,1,0,1
678,1,3,18.0,9.8417,0,0,1
679,0,3,43.0,46.9,0,0,1
680,1,1,36.0,512.3292,1,1,0
681,0,3,29.69911764705882,8.1375,0,0,0
682,1,1,27.0,76.7292,1,1,0
683,0,3,20.0,9.225,1,0,1
684,0,3,14.0,46.9,1,0,1
685,0,2,60.0,39.0,1,0,1
686,0,2,25.0,41.5792,1,1,0
687,0,3,14.0,39.6875,1,0,1
688,0,3,19.0,10.1708,1,0,1
689,0,3,18.0,7.7958,1,0,1
690,1,1,15.0,211.3375,0,0,1
691,1,1,31.0,57.0,1,0,1
692,1,3,4.0,13.4167,0,1,0
693,1,3,29.69911764705882,56.4958,1,0,1
694,0,3,25.0,7.225,1,1,0
695,0,1,60.0,26.55,1,0,1
696,0,2,52.0,13.5,1,0,1
697,0,3,44.0,8.05,1,0,1
698,1,3,29.69911764705882,7.7333,0,0,0
699,0,1,49.0,110.8833,1,1,0
700,0,3,42.0,7.65,1,0,1
701,1,1,18.0,227.525,0,1,0
702,1,1,35.0,26.2875,1,0,1
703,0,3,18.0,14.4542,0,1,0
704,0,3,25.0,7.7417,1,0,0
705,0,3,26.0,7.8542,1,0,1
706,0,2,39.0,26.0,1,0,1
707,1,2,45.0,13.5,0,0,1
708,1,1,42.0,26.2875,1,0,1
709,1,1,22.0,151.55,0,0,1
710,1,3,29.69911764705882,15.2458,1,1,0
711,1,1,24.0,49.5042,0,1,0
712,0,1,29.69911764705882,26.55,1,0,1
713,1,1,48.0,52.0,1,0,1
714,0,3,29.0,9.4833,1,0,1
715,0,2,52.0,13.0,1,0,1
716,0,3,19.0,7.65,1,0,1
717,1,1,38.0,227.525,0,1,0
718,1,2,27.0,10.5,0,0,1
719,0,3,29.69911764705882,15.5,1,0,0
720,0,3,33.0,7.775,1,0,1
721,1,2,6.0,33.0,0,0,1
722,0,3,17.0,7.0542,1,0,1
723,0,2,34.0,13.0,1,0,1
724,0,2,50.0,13.0,1,0,1
725,1,1,27.0,53.1,1,0,1
726,0,3,20.0,8.6625,1,0,1
727,1,2,30.0,21.0,0,0,1
728,1,3,29.69911764705882,7.7375,0,0,0
729,0,2,25.0,26.0,1,0,1
730,0,3,25.0,7.925,0,0,1
731,1,1,29.0,211.3375,0,0,1
732,0,3,11.0,18.7875,1,1,0
733,0,2,29.69911764705882,0.0,1,0,1
734,0,2,23.0,13.0,1,0,1
735,0,2,23.0,13.0,1,0,1
736,0,3,28.5,16.1,1,0,1
737,0,3,48.0,34.375,0,0,1
738,1,1,35.0,512.3292,1,1,0
739,0,3,29.69911764705882,7.8958,1,0,1
740,0,3,29.69911764705882,7.8958,1,0,1
741,1,1,29.69911764705882,30.0,1,0,1
742,0,1,36.0,78.85,1,0,1
743,1,1,21.0,262.375,0,1,0
744,0,3,24.0,16.1,1,0,1
745,1,3,31.0,7.925,1,0,1
746,0,1,70.0,71.0,1,0,1
747,0,3,16.0,20.25,1,0,1
748,1,2,30.0,13.0,0,0,1
749,0,1,19.0,53.1,1,0,1
750,0,3,31.0,7.75,1,0,0
751,1,2,4.0,23.0,0,0,1
752,1,3,6.0,12.475,1,0,1
753,0,3,33.0,9.5,1,0,1
754,0,3,23.0,7.8958,1,0,1
755,1,2,48.0,65.0,0,0,1
756,1,2,0.67,14.5,1,0,1
757,0,3,28.0,7.7958,1,0,1
758,0,2,18.0,11.5,1,0,1
759,0,3,34.0,8.05,1,0,1
760,1,1,33.0,86.5,0,0,1
761,0,3,29.69911764705882,14.5,1,0,1
762,0,3,41.0,7.125,1,0,1
763,1,3,20.0,7.2292,1,1,0
764,1,1,36.0,120.0,0,0,1
765,0,3,16.0,7.775,1,0,1
766,1,1,51.0,77.9583,0,0,1
767,0,1,29.69911764705882,39.6,1,1,0
768,0,3,30.5,7.75,0,0,0
769,0,3,29.69911764705882,24.15,1,0,0
770,0,3,32.0,8.3625,1,0,1
771,0,3,24.0,9.5,1,0,1
772,0,3,48.0,7.8542,1,0,1
773,0,2,57.0,10.5,0,0,1
774,0,3,29.69911764705882,7.225,1,1,0
775,1,2,54.0,23.0,0,0,1
776,0,3,18.0,7.75,1,0,1
777,0,3,29.69911764705882,7.75,1,0,0
778,1,3,5.0,12.475,0,0,1
779,0,3,29.69911764705882,7.7375,1,0,0
780,1,1,43.0,211.3375,0,0,1
781,1,3,13.0,7.2292,0,1,0
782,1,1,17.0,57.0,0,0,1
783,0,1,29.0,30.0,1,0,1
784,0,3,29.69911764705882,23.45,1,0,1
785,0,3,25.0,7.05,1,0,1
786,0,3,25.0,7.25,1,0,1
787,1,3,18.0,7.4958,0,0,1
788,0,3,8.0,29.125,1,0,0
789,1,3,1.0,20.575,1,0,1
790,0,1,46.0,79.2,1,1,0
791,0,3,29.69911764705882,7.75,1,0,0
792,0,2,16.0,26.0,1,0,1
793,0,3,29.69911764705882,69.55,0,0,1
794,0,1,29.69911764705882,30.6958,1,1,0
795,0,3,25.0,7.8958,1,0,1
796,0,2,39.0,13.0,1,0,1
797,1,1,49.0,25.9292,0,0,1
798,1,3,31.0,8.6833,0,0,1
799,0,3,30.0,7.2292,1,1,0
800,0,3,30.0,24.15,0,0,1
801,0,2,34.0,13.0,1,0,1
802,1,2,31.0,26.25,0,0,1
803,1,1,11.0,120.0,1,0,1
804,1,3,0.42,8.5167,1,1,0
805,1,3,27.0,6.975,1,0,1
806,0,3,31.0,7.775,1,0,1
807,0,1,39.0,0.0,1,0,1
808,0,3,18.0,7.775,0,0,1
809,0,2,39.0,13.0,1,0,1
810,1,1,33.0,53.1,0,0,1
811,0,3,26.0,7.8875,1,0,1
812,0,3,39.0,24.15,1,0,1
813,0,2,35.0,10.5,1,0,1
814,0,3,6.0,31.275,0,0,1
815,0,3,30.5,8.05,1,0,1
816,0,1,29.69911764705882,0.0,1,0,1
817,0,3,23.0,7.925,0,0,1
818,0,2,31.0,37.0042,1,1,0
819,0,3,43.0,6.45,1,0,1
820,0,3,10.0,27.9,1,0,1
821,1,1,52.0,93.5,0,0,1
822,1,3,27.0,8.6625,1,0,1
823,0,1,38.0,0.0,1,0,1
824,1,3,27.0,12.475,0,0,1
825,0,3,2.0,39.6875,1,0,1
826,0,3,29.69911764705882,6.95,1,0,0
827,0,3,29.69911764705882,56.4958,1,0,1
828,1,2,1.0,37.0042,1,1,0
829,1,3,29.69911764705882,7.75,1,0,0
830,1,1,62.0,80.0,0,0,0
831,1,3,15.0,14.4542,0,1,0
832,1,2,0.83,18.75,1,0,1
833,0,3,29.69911764705882,7.2292,1,1,0
834,0,3,23.0,7.8542,1,0,1
835,0,3,18.0,8.3,1,0,1
836,1,1,39.0,83.1583,0,1,0
837,0,3,21.0,8.6625,1,0,1
838,0,3,29.69911764705882,8.05,1,0,1
839,1,3,32.0,56.4958,1,0,1
840,1,1,29.69911764705882,29.7,1,1,0
841,0,3,20.0,7.925,1,0,1
842,0,2,16.0,10.5,1,0,1
843,1,1,30.0,31.0,0,1,0
844,0,3,34.5,6.4375,1,1,0
845,0,3,17.0,8.6625,1,0,1
846,0,3,42.0,7.55,1,0,1
847,0,3,29.69911764705882,69.55,1,0,1
848,0,3,35.0,7.8958,1,1,0
849,0,2,28.0,33.0,1,0,1
850,1,1,29.69911764705882,89.1042,0,1,0
851,0,3,4.0,31.275,1,0,1
852,0,3,74.0,7.775,1,0,1
853,0,3,9.0,15.2458,0,1,0
854,1,1,16.0,39.4,0,0,1
855,0,2,44.0,26.0,0,0,1
856,1,3,18.0,9.35,0,0,1
857,1,1,45.0,164.8667,0,0,1
858,1,1,51.0,26.55,1,0,1
859,1,3,24.0,19.2583,0,1,0
860,0,3,29.69911764705882,7.2292,1,1,0
861,0,3,41.0,14.1083,1,0,1
862,0,2,21.0,11.5,1,0,1
863,1,1,48.0,25.9292,0,0,1
864,0,3,29.69911764705882,69.55,0,0,1
865,0,2,24.0,13.0,1,0,1
866,1,2,42.0,13.0,0,0,1
867,1,2,27.0,13.8583,0,1,0
868,0,1,31.0,50.4958,1,0,1
869,0,3,29.69911764705882,9.5,1,0,1
870,1,3,4.0,11.1333,1,0,1
871,0,3,26.0,7.8958,1,0,1
872,1,1,47.0,52.5542,0,0,1
873,0,1,33.0,5.0,1,0,1
874,0,3,47.0,9.0,1,0,1
875,1,2,28.0,24.0,0,1,0
876,1,3,15.0,7.225,0,1,0
877,0,3,20.0,9.8458,1,0,1
878,0,3,19.0,7.8958,1,0,1
879,0,3,29.69911764705882,7.8958,1,0,1
880,1,1,56.0,83.1583,0,1,0
881,1,2,25.0,26.0,0,0,1
882,0,3,33.0,7.8958,1,0,1
883,0,3,22.0,10.5167,0,0,1
884,0,2,28.0,10.5,1,0,1
885,0,3,25.0,7.05,1,0,1
886,0,3,39.0,29.125,0,0,0
887,0,2,27.0,13.0,1,0,1
888,1,1,19.0,30.0,0,0,1
889,0,3,29.69911764705882,23.45,0,0,1
890,1,1,26.0,30.0,1,1,0
891,0,3,32.0,7.75,1,0,0
